Id,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,mainDirector,numVotes,mainDirectorBirthYear,mainDirectorDeathYear,MainDirectorPrimaryProfession,mainWriter,mainWriterBirthYear,mainWriterDeathYear,MainWriterPrimaryProfession,titleLength,genres,genderVoters,worldPromotion,Downloads,prefVotersCountry,firstShownCountry,Cash,averageRating
1476,movie,Hotel Central,Hotel Central,0,1983,,105.0,Veselin Branev,28,1932.0,2014.0,"writer,director,miscellaneous",Veselin Branev,1932.0,2014.0,"writer,director,miscellaneous",13,"['Drama', None, None]",21.0,1,2074,SN,TF,39398,7.2
1477,tvMovie,Esther,Esther,0,1999,,90.0,Raffaele Mertes,743,,,"director,cinematographer,camera_department",Sandy Niemand,,,writer,6,"['Biography', 'Drama', 'History']",526.0,0,1955,BV,TT,5149,6.5
1478,tvEpisode,Jäitä hattuun,Jäitä hattuun,0,1983,,,Neil Hardwick,6,1948.0,,"writer,director,actor",Neil Hardwick,1948.0,,"writer,director,actor",13,"['Comedy', None, None]",5.0,0,7022,RE,PH,8768,7.1
1479,video,Bachelor Party Massacre,Bachelor Party Massacre,0,2006,,85.0,Schumacker Halpern Overdrive,139,,,director,Brandon Baker,1975.0,,"miscellaneous,producer,executive",23,"['Horror', None, None]",64.0,0,6354,CR,GY,24791,3.2
1480,tvEpisode,Legacy,Legacy,0,2012,,44.0,Thomas Carter,46,1953.0,,"director,producer,actor",Josh Berman,1969.0,,"producer,writer,miscellaneous",6,"['Crime', 'Drama', 'Mystery']",44.0,1,2408,BJ,MC,44552,7.8
1481,tvEpisode,Smoke and Mirrors,Smoke and Mirrors,0,2014,,43.0,Dermott Downs,336,1962.0,,"cinematographer,director,actor",Greg Berlanti,1972.0,,"producer,writer,director",17,"['Action', 'Drama', 'Sci-Fi']",61.0,1,2857,MC,GF,60208,8.4
1482,tvMovie,Madame Bovary,Madame Bovary,0,1974,,,Pierre Cardinal,10,1924.0,1998.0,"director,writer,assistant_director",Gustave Flaubert,1821.0,1880.0,writer,13,"['Drama', None, None]",9.0,0,5889,SN,DE,4268,5.3
1483,tvEpisode,Episode #2.1,Episode #2.1,0,2015,,,Çagri Vila Lostuvali,280,,,"director,assistant_director",Deniz Gurlek,,,writer,12,"['Action', 'Drama', None]",38.0,0,3041,MX,MR,42377,9.6
1484,tvEpisode,The Low Blue C Affair,The Low Blue C Affair,0,1967,,60.0,Barry Shear,12,1923.0,1979.0,"director,producer,writer",Berne Giler,1908.0,1967.0,writer,21,"['Action', 'Adventure', None]",9.0,1,7430,IM,TC,6825,8.2
1485,tvSeries,Nerd vs. Geek,Nerd vs. Geek,0,2013,,,Michael Licisyn,20,1983.0,,"cinematographer,editor,writer",Matt Conant,1980.0,,"writer,producer,actor",13,"['Comedy', None, None]",14.0,0,2691,KG,BG,11481,8.0
1486,tvEpisode,Episode #6.1,Episode #6.1,0,2004,,,Marc Stöcker,6,,,"director,writer",Oliver Kalkofe,1965.0,,"actor,writer,producer",12,"['Comedy', None, None]",1.0,1,-1,CZ,IS,15179,9.0
1487,tvEpisode,The Bodyguard,The Bodyguard,0,2015,,24.0,Jonathan Brough,6,,,"director,producer,editor",Sammy J,1983.0,,"writer,composer,producer",13,"['Comedy', None, None]",3.0,1,359,LB,SX,51248,8.7
1488,tvEpisode,John Malkovich/T.I.,John Malkovich/T.I.,0,2008,,90.0,Akiva Schaffer,98,1977.0,,"writer,director,soundtrack",Doug Abeles,,,"writer,producer,miscellaneous",19,"['Comedy', 'Music', None]",98.0,0,7325,BM,SK,43892,7.5
1489,movie,The Dog Show,Da Dog Show,0,2015,,92.0,Ralston Jover,7,1965.0,,"miscellaneous,writer,director",Ralston Jover,1965.0,,"miscellaneous,writer,director",11,"['Drama', 'Family', None]",2.0,0,5778,KW,TH,57184,6.7
1490,tvSeries,TMZ on TV,TMZ on TV,0,2007,,30.0,Paul Nichols,1891,,,director,Johnny Lopez,,,"producer,writer",9,"['Comedy', 'News', None]",247.0,0,7630,AD,KH,55890,3.3
1491,tvEpisode,"Baby, Talk Is Cheap","Baby, Talk Is Cheap",0,2001,,30.0,Michael Spiller,307,1961.0,,"director,producer,cinematographer",Darren Star,1961.0,,"writer,producer,miscellaneous",19,"['Comedy', 'Drama', 'Romance']",275.0,0,2533,BQ,CO,16685,7.1
1492,tvSeries,Can You Duet?,Can You Duet?,0,2008,,,Ivan Dudynsky,15,1970.0,,"director,actor,editor",Henrik Hancke Nielsen,,,"producer,writer",13,"['Reality-TV', None, None]",14.0,0,7443,IL,IT,51379,6.1
1493,video,The Hunt Chronicles,The Hunt Chronicles,0,2006,,30.0,Danny Martin,9,1965.0,,"producer,writer,editor",Danny Martin,1965.0,,"producer,writer,editor",19,"['Documentary', 'Short', None]",8.0,0,3806,,PK,30737,7.0
1494,movie,Death Game,Death Game,0,2001,,95.0,Menahem Golan,61,1929.0,2014.0,"producer,writer,director",Timothy W. White,,,"casting_department,producer,actor",10,"['Action', 'Drama', None]",29.0,1,472,SI,BL,16365,4.2
1495,tvEpisode,Gary Fixes Allison's Garbage Disposal,Gary Fixes Allison's Garbage Disposal,0,2009,,22.0,James Burrows,34,1940.0,,"director,producer,writer",Ed Yeager,,,"producer,writer,miscellaneous",37,"['Comedy', None, None]",34.0,1,5514,GD,FM,17063,6.5
1496,tvEpisode,Mouichido kokokara/Ofuroba daisensou/Chikutaku chikutaku koi no oto,Mouichido kokokara/Ofuroba daisensou/Chikutaku chikutaku koi no oto,0,2010,,23.0,Atsushi Otsuki,5,,,"director,art_department,writer",Yasunori Yamada,,,"writer,miscellaneous",67,"['Action', 'Animation', 'Comedy']",1.0,0,8868,BG,LA,44656,9.2
1497,tvEpisode,The O'Dell-Griffin Case,The O'Dell-Griffin Case,0,1952,,26.0,Bill Karn,5,1911.0,1997.0,"director,writer,producer",Phillips Lord,1902.0,1975.0,"writer,actor,producer",23,"['Crime', 'Drama', None]",3.0,0,5412,AO,IN,6536,7.0
1498,movie,The Ungodly,The Ungodly,0,2007,,100.0,Thomas Dunn,1170,,,"writer,producer,actor",Mark Borkowski,,,"actor,writer,producer",11,"['Crime', 'Horror', 'Thriller']",900.0,0,8336,KH,FJ,27977,5.6
1499,tvEpisode,Who Done It,Who Done It,0,1986,,76.0,Jon Amiel,48,1948.0,,"director,producer,writer",Dennis Potter,1935.0,1994.0,"writer,producer,director",11,"['Drama', 'Musical', 'Mystery']",0.0,1,8238,KI,FM,18280,7.9
1500,tvEpisode,Episode #1.6,Episode #1.6,0,2005,,36.0,Andy Brown,6,,,"producer,miscellaneous,director",Andrew Clover,1970.0,,"actor,writer",12,"['Comedy', None, None]",0.0,1,9267,BA,NG,16594,6.4
1501,tvEpisode,A Man Is Not an Ox,A Man Is Not an Ox,0,1962,,26.0,Nat Hiken,25,1914.0,1968.0,"writer,producer,miscellaneous",Nat Hiken,1914.0,1968.0,"writer,producer,miscellaneous",18,"['Comedy', None, None]",1.0,0,1411,PE,SY,17677,7.8
1502,movie,Everlasting Moments,Maria Larssons eviga ögonblick,0,2008,,131.0,Jan Troell,4804,1931.0,,"director,cinematographer,editor",Niklas Rådström,1953.0,,"writer,director,actor",30,"['Biography', 'Drama', 'History']",904.0,0,7564,BB,UY,34944,7.5
1503,tvSeries,The Rebel,The Rebel,0,1959,1961.0,30.0,Bernard L. Kowalski,368,1929.0,2007.0,"director,producer,assistant_director",Nick Adams,1931.0,1968.0,"actor,writer,soundtrack",9,"['Western', None, None]",69.0,0,92,ER,LS,27914,7.8
1504,movie,Jackpot,Arme Riddere,0,2011,,86.0,Magnus Martens,2867,1973.0,,"director,writer,producer",Magnus Martens,1973.0,,"director,writer,producer",12,"['Action', 'Comedy', 'Crime']",2171.0,1,7109,BB,TC,40902,6.6
1505,tvEpisode,What You Need,What You Need,0,1952,,23.0,Charles S. Dubin,53,1919.0,2011.0,"director,producer,actor",Mel Goldberg,1922.0,2015.0,writer,13,"['Drama', 'Horror', 'Mystery']",15.0,1,3673,CA,GY,3730,7.0
1506,tvEpisode,B-Fest 2012 Recap,B-Fest 2012 Recap,0,2012,,,Mike Stoklasa,16,1978.0,,"director,actor,writer",Jay Bauman,,,"writer,actor,editor",17,"['Comedy', 'Talk-Show', None]",7.0,0,1012,AD,JO,9963,7.5
1507,video,L'immorale,L'immorale,1,2004,,90.0,Silvio Bandinelli,7,1954.0,,"director,writer,producer",Silvio Bandinelli,1954.0,,"director,writer,producer",10,"['Adult', None, None]",1.0,1,6593,LC,KW,36117,6.1
1508,tvEpisode,The Shipment,The Shipment,0,1990,,23.0,Walter von Huene,17,,,"miscellaneous,director,actor",Judith Berg,,,"writer,editor,miscellaneous",12,"['Sci-Fi', None, None]",6.0,1,158,HR,GL,2104,6.6
1509,tvEpisode,Døden,Døden,0,2008,,,Espen Eckbo,5,1973.0,,"actor,director,writer",Espen Eckbo,1973.0,,"actor,director,writer",5,"['Comedy', 'Drama', None]",3.0,0,5366,BF,TN,5095,6.0
1510,tvEpisode,Thanksgiving,Thanksgiving,0,2013,,21.0,Jorma Taccone,1393,1977.0,,"writer,actor,soundtrack",Daniel J. Goor,1975.0,,"writer,producer,miscellaneous",12,"['Comedy', 'Crime', None]",621.0,0,1800,LY,DZ,38985,8.3
1511,movie,Limelight,Limelight,0,2017,,90.0,James Cullen Bressack,24,1992.0,,"producer,writer,director",Paul Vandervort,1985.0,,"actor,producer,writer",9,"['Drama', None, None]",8.0,1,5794,GF,PR,21691,6.3
1512,tvEpisode,Episode #1.3,Episode #1.3,0,1996,,90.0,Yves Simoneau,27,1955.0,,"director,producer,writer",Larry McMurtry,1936.0,,"writer,producer",12,"['Western', None, None]",12.0,0,5732,JO,IR,27569,7.3
1513,short,Forest,Forest,0,2007,,2.0,Marco Romano,21,1994.0,,"director,writer,producer",Marco Romano,1994.0,,"director,writer,producer",6,"['Horror', 'Short', None]",3.0,1,9989,KP,MD,22753,3.7
1514,tvEpisode,Tom Coburn,Tom Coburn,0,2012,,,Chuck O'Neil,14,,,director,Rory Albanese,1977.0,,"producer,writer,actor",10,"['Comedy', 'News', 'Talk-Show']",7.0,0,4140,SV,KM,32342,6.5
1515,short,Tetris,Tetris,0,2016,,,Valentina Schütz,8,,,"writer,miscellaneous,director",Valentina Schütz,,,"writer,miscellaneous,director",6,"['Short', None, None]",0.0,0,-1,GD,EE,41270,5.4
1516,tvEpisode,Episode #3.2,Episode #3.2,0,2009,,29.0,Christine Gernon,84,1970.0,,"director,producer,miscellaneous",James Corden,1978.0,,"writer,producer,actor",12,"['Comedy', 'Romance', None]",75.0,1,3805,NI,NU,23550,8.0
1517,tvSeries,Curtas,Curtas,0,2002,,30.0,Paulo César Fajardo,24,1980.0,,"camera_department,sound_department,writer",Paulo César Fajardo,1980.0,,"camera_department,sound_department,writer",6,"[nan, None, None]",18.0,1,-1,JM,MW,46369,8.0
1518,tvMovie,Henry Rollins: Uncut from Israel,Henry Rollins: Uncut from Israel,0,2007,,76.0,Paul J. Morra,83,1973.0,,"producer,writer,director",Henry Rollins,1961.0,,"actor,soundtrack,producer",32,"['Documentary', None, None]",76.0,1,-1,CA,LS,17029,7.3
1519,tvEpisode,Twin-A-Rooney,Twin-A-Rooney,0,2013,,25.0,Andy Fickman,110,,,"producer,director,actor",John D. Beck,1973.0,,"producer,writer,miscellaneous",13,"['Comedy', 'Drama', 'Family']",86.0,1,-1,AM,AG,12044,7.2
1520,movie,I Don't Wanna Feel Nothin' No More,I Don't Wanna Feel Nothin' No More,0,2011,,82.0,Michael P. DiPaolo,8,,,"director,producer,writer",Michael P. DiPaolo,,,"director,producer,writer",34,"['Drama', 'Thriller', None]",7.0,1,8877,AO,MA,34459,5.6
1521,movie,Male dramaty,Male dramaty,0,1960,,66.0,Janusz Nasfeter,19,1920.0,1998.0,"director,writer,actor",Janusz Nasfeter,1920.0,1998.0,"director,writer,actor",12,"['Drama', 'Family', None]",1.0,1,5405,MX,DJ,45361,7.2
1522,tvEpisode,Remembrance,Remembrance,0,1991,,55.0,Alan Grint,7,,,director,Simon Burke,,,"writer,miscellaneous,producer",11,"['Crime', 'Drama', 'Mystery']",1.0,1,4025,DK,CZ,60126,6.5
1523,tvEpisode,We Are Family,We Are Family,0,2001,,44.0,David Grossman,163,,,"director,producer,assistant_director",Jason Katims,,,"producer,writer,miscellaneous",13,"['Drama', 'Mystery', 'Sci-Fi']",56.0,1,851,GD,FM,47354,7.2
1524,tvEpisode,The Runaway Caboose,The Runaway Caboose,0,1976,,60.0,William F. Claxton,136,1914.0,1996.0,"director,producer,editor",Blanche Hanalis,1915.0,1992.0,"writer,miscellaneous",19,"['Drama', 'Family', 'Romance']",21.0,1,9912,AM,AQ,2439,8.0
1525,short,A Very Dangerous Man,A Very Dangerous Man,0,2012,,16.0,Mazen Khaled,136,,,"director,writer,producer",Mazen Khaled,,,"director,writer,producer",20,"['Drama', 'Short', None]",9.0,0,7092,AI,GD,12677,7.5
1526,tvMovie,Murder in My Mind,Murder in My Mind,0,1997,,88.0,Robert Iscove,153,1947.0,,"director,miscellaneous,producer",Tom Swale,,,"writer,producer,miscellaneous",17,"['Sci-Fi', 'Thriller', None]",7.0,0,7047,IR,FM,42833,5.0
1527,movie,They Are Not Angels,Le bataillon du ciel,0,1947,,130.0,Alexander Esway,26,1898.0,1947.0,"director,writer,producer",Joseph Kessel,1898.0,1979.0,"writer,soundtrack",20,"['Drama', 'War', None]",19.0,0,4357,MT,JM,31548,6.1
1528,tvEpisode,Identity Crisis,Identity Crisis,0,1997,,,John Stroud,9,1955.0,2009.0,"director,producer,miscellaneous",Brian Clemens,1931.0,2015.0,"writer,producer,miscellaneous",15,"['Action', 'Crime', 'Sci-Fi']",1.0,0,5055,MD,ML,7662,7.7
1529,tvEpisode,Valkyrie,Valkyrie,0,2015,,42.0,Olatunde Osunsanmi,789,1977.0,,"miscellaneous,director,producer",Hank Steinberg,1969.0,,"writer,producer,director",8,"['Action', 'Drama', 'Sci-Fi']",718.0,0,3287,CD,CC,40720,9.0
1530,tvEpisode,Las Vegas v. Reid,Las Vegas v. Reid,0,2010,,42.0,Davis Guggenheim,73,1963.0,,"director,producer,writer",Kevin Kennedy,,,"writer,producer,sound_department",17,"['Crime', 'Drama', None]",10.0,1,8077,TC,SL,41572,7.2
1531,movie,The Triumph of Dingus McGraw: Village Idiot,The Triumph of Dingus McGraw: Village Idiot,0,2010,,94.0,Corey Surge,71,,,"miscellaneous,writer,director",Corey Surge,,,"miscellaneous,writer,director",43,"['Comedy', None, None]",18.0,0,407,BY,LV,51839,6.9
1532,tvEpisode,Gracie Saves Blanche's Marriage,Gracie Saves Blanche's Marriage,0,1954,,,Frederick De Cordova,12,1910.0,2001.0,"producer,director,actor",Sid Dorfman,1916.0,1988.0,"writer,miscellaneous,producer",31,"['Comedy', None, None]",9.0,1,3677,IM,JP,59057,8.9
1533,tvMovie,The Pregnancy Project,The Pregnancy Project,0,2012,,89.0,Norman Buckley,1102,,,"director,editor,editorial_department",Teena Booth,,,"writer,producer",21,"['Drama', None, None]",1009.0,1,-1,QA,TF,57541,6.6
1534,short,Mute,Mute,0,2011,,16.0,Javier Melendez,7,,,"camera_department,director,producer",Stephen King,1947.0,,"writer,producer,actor",4,"['Drama', 'Mystery', 'Short']",4.0,1,-1,IL,AE,42875,8.3
1535,tvMovie,Love Is in the Air,Love Is in the Air,0,2017,,,André Erkau,15,1968.0,,"director,actor,writer",Annette Lies,1979.0,,writer,18,"['Romance', None, None]",12.0,1,3459,GM,HR,8104,4.8
1536,short,Glimlach van een kind,Glimlach van een kind,0,2003,,20.0,Danyael Sugawara,13,1975.0,,"director,writer,producer",Melle Runderkamp,,,writer,21,"['Drama', 'Short', None]",10.0,1,4,IO,NO,6938,9.4
1537,tvEpisode,The Bed Jacket,The Bed Jacket,0,1962,,30.0,Bob Sweeney,146,1918.0,1992.0,"director,producer,actor",Harvey Bullock,1921.0,2006.0,"writer,producer,miscellaneous",14,"['Comedy', 'Family', None]",3.0,0,6465,MY,PA,60337,7.8
1538,movie,"Das Leben drehen - wie mein Vater versuchte, das Glück festzuhalten","Das Leben drehen - wie mein Vater versuchte, das Glück festzuhalten",0,2015,,77.0,Eva Vitija-Scheidegger,16,,,"writer,director",Eva Vitija-Scheidegger,,,"writer,director",67,"['Documentary', None, None]",9.0,0,561,NI,NR,38596,6.5
1539,short,Vive la crise!,Vive la crise!,0,2010,,4.0,Alexei Gubenco,10,,,"director,writer,animation_department",Alexei Gubenco,,,"director,writer,animation_department",14,"['Animation', 'Comedy', 'Short']",10.0,1,5296,EC,UA,40493,6.9
1540,tvEpisode,Homeward Bound,Homeward Bound,0,2016,,29.0,Jamie Babbit,321,1970.0,,"director,producer,miscellaneous",Murray Miller,1976.0,,"producer,miscellaneous,writer",14,"['Comedy', 'Drama', None]",212.0,1,-1,ST,AF,61885,7.3
1541,movie,Hale Bopp,Hale Bopp,0,2003,,,Chris Rubeo,17,1966.0,,"director,editor,writer",Chris Rubeo,1966.0,,"director,editor,writer",9,"[nan, None, None]",9.0,0,-1,AI,ZW,61777,7.2
1542,tvEpisode,Jon Krakauer,Jon Krakauer,0,2009,,,Chuck O'Neil,17,,,director,Rory Albanese,1977.0,,"producer,writer,actor",12,"['Comedy', 'News', 'Talk-Show']",8.0,1,5444,RO,NI,26268,6.5
1543,tvEpisode,Convention Edition #3,Convention Edition #3,0,2016,,29.0,Paul Casey,17,,,"director,assistant_director",Adam Felber,,,"writer,actor,miscellaneous",21,"['Comedy', 'News', 'Talk-Show']",7.0,1,1092,EH,NC,30431,6.6
1544,movie,Zeus,Zeus,0,2016,,115.0,Paulo Filipe,38,1965.0,,"actor,writer,director",Paulo Filipe,1965.0,,"actor,writer,director",4,"['Biography', 'Drama', 'History']",27.0,1,-1,BM,NE,32623,6.3
1545,movie,Crime Partners,Crime Partners,0,2003,,102.0,J. Jesses Smith,242,,,"director,producer,actor",Donald Goines,1938.0,1974.0,writer,14,"['Crime', None, None]",62.0,1,787,VI,IE,52502,3.6
1546,tvEpisode,Housesitting,Housesitting,0,2017,,31.0,Dean Holland,314,,,"producer,editor,director",Judd Apatow,1967.0,,"producer,writer,director",12,"['Comedy', 'Drama', 'Romance']",17.0,0,7815,GT,ST,47845,7.7
1547,movie,O Amuleto de Ogum,O Amuleto de Ogum,0,1974,,112.0,Nelson Pereira dos Santos,100,1928.0,2018.0,"director,writer,producer",Nelson Pereira dos Santos,1928.0,2018.0,"director,writer,producer",17,"['Drama', None, None]",45.0,0,4721,MN,AU,20087,6.8
1548,tvMovie,Kraftwerk - Pop Art,Kraftwerk - Pop Art,0,2013,,60.0,Hannes Rossacher,143,1952.0,,"director,producer,writer",Simon Witter,1962.0,,"writer,director,producer",19,"['Documentary', None, None]",98.0,0,6939,ZA,PF,18048,6.9
1549,movie,Alaska Seas,Alaska Seas,0,1954,,78.0,Jerry Hopper,71,1907.0,1988.0,"director,miscellaneous",Barrett Willoughby,1901.0,1959.0,writer,11,"['Adventure', 'Crime', 'Drama']",21.0,0,9727,MS,ME,41553,6.3
1550,movie,The Terror,The Terror,0,1928,,85.0,Roy Del Ruth,22,1893.0,1961.0,"director,writer,producer",Harvey Gates,1889.0,1948.0,writer,10,"['Horror', 'Mystery', 'Thriller']",16.0,0,1495,UY,CN,32359,7.4
1551,tvEpisode,Taiyô to umi to host bu,Taiyô to umi to host bu,0,2006,,23.0,Takuya Igarashi,42,,,"director,art_department,assistant_director",Bisuko Hatori,,,writer,23,"['Animation', 'Comedy', 'Romance']",7.0,0,3415,GA,TM,29155,7.9
1552,movie,Kochu Themmadi,Kochu Themmadi,0,1986,,,A. Vincent,42,1928.0,2015.0,"director,cinematographer",M.T. Vasudevan Nair,1933.0,,"writer,director,actor",14,"[nan, None, None]",37.0,0,7380,BJ,NO,10576,8.2
1553,movie,The Beach of Lost Children,Chateh al aftal ad-daï'ne,0,1991,,88.0,Jillali Ferhati,21,,,"actor,director,writer",Jillali Ferhati,,,"actor,director,writer",25,"[nan, None, None]",5.0,0,8132,MT,ZM,44655,6.5
1554,movie,A Light in the Dark: The Art & Life of Frank Mason,A Light in the Dark: The Art & Life of Frank Mason,0,2011,,91.0,Sonny Quinn,33,,,"director,writer,editor",Walter Scott Mason,,,"producer,director,writer",50,"['Biography', 'Documentary', 'History']",28.0,0,2291,EH,TK,6905,9.1
1555,tvSeries,Kanzleramt,Kanzleramt,0,2005,,45.0,Hans-Christoph Blumenberg,22,1947.0,,"director,writer,actor",Hans-Christoph Blumenberg,1947.0,,"director,writer,actor",10,"['Drama', None, None]",14.0,1,2386,SO,AZ,8116,6.6
1556,movie,Isler karisik,Isler karisik,0,1970,,69.0,Mehmet Dinler,20,1928.0,,"director,writer",Safa Önal,1930.0,,"writer,director,producer",13,"['Adventure', 'Comedy', None]",2.0,0,-1,LK,TW,6059,5.3
1557,video,Lot 66,Lot 66,0,2010,,15.0,Robert W. Filion,11,1972.0,,"cinematographer,editor,producer",Robert W. Filion,1972.0,,"cinematographer,editor,producer",6,"['Horror', 'Mystery', 'Short']",8.0,1,-1,AM,SN,1335,7.1
1558,tvEpisode,Manny Skerritt,Manny Skerritt,0,2009,,41.0,Dirk Craft,191,1965.0,2014.0,"assistant_director,director,actor",Ryan Murphy,1965.0,,"writer,producer,music_department",14,"['Drama', None, None]",10.0,0,4438,ZW,ML,21988,7.7
1559,tvEpisode,The Will,The Will,0,1950,,30.0,Derwin Abrahams,17,1903.0,1974.0,"director,assistant_director",Royal K. Cole,1907.0,1993.0,writer,8,"['Western', None, None]",4.0,1,486,KM,FK,57510,6.8
1560,tvEpisode,Our Life Is Not a Movie or Maybe,Our Life Is Not a Movie or Maybe,0,2008,,43.0,Peter B. Kowalski,180,,,"camera_department,cinematographer,director",Mark Schwahn,1966.0,,"writer,producer,director",32,"['Drama', 'Romance', 'Sport']",160.0,1,5413,EC,CW,31498,8.5
1561,movie,Hurt,Hurt,0,2016,,94.0,Benjamin M. Brown,11,,,"producer,actor,casting_department",AJ Resh,,,"producer,writer,director",4,"['Drama', None, None]",2.0,1,3895,SS,MF,8420,8.8
1562,movie,Alligator II: The Mutation,Alligator II: The Mutation,0,1991,,92.0,Jon Hess,1724,,,"director,producer,editor",Curt Allen,,,writer,26,"['Horror', 'Sci-Fi', None]",577.0,0,5959,KZ,LA,5697,3.7
1563,movie,The Unspeakable Act,The Unspeakable Act,0,2012,,91.0,Dan Sallitt,405,1955.0,,"director,writer,actor",Dan Sallitt,1955.0,,"director,writer,actor",19,"['Drama', None, None]",186.0,0,7552,PY,RU,34420,5.7
1564,tvEpisode,Muddy Waters,Muddy Waters,0,1996,,44.0,Tommy Lee Wallace,8,1949.0,,"director,writer,actor",Ricou Browning,1930.0,,"writer,director,camera_department",12,"['Adventure', 'Drama', 'Family']",1.0,0,287,UM,TJ,52961,4.6
1565,tvEpisode,The Kitty,The Kitty,0,2017,,,Manny Hernandez,23,,,"director,writer,art_department",Daniel Chong,1978.0,,"writer,producer,art_department",9,"['Adventure', 'Animation', 'Comedy']",17.0,0,8668,LR,NU,56315,7.4
1566,tvEpisode,Sharon Weinberger,Sharon Weinberger,0,2006,,,Chuck O'Neil,25,,,director,Lizz Winstead,1961.0,,"writer,actress,producer",17,"['Comedy', 'News', 'Talk-Show']",25.0,1,-1,MT,TK,14984,3.8
1567,movie,Lipgloss Explosion!,Lipgloss Explosion!,0,2001,,106.0,Chris Morrissey,41,1972.0,,"actor,producer,director",Chris Morrissey,1972.0,,"actor,producer,director",19,"['Comedy', 'Sci-Fi', None]",25.0,0,2523,CV,SA,26417,6.9
1568,tvEpisode,Printer's Devil,Printer's Devil,0,1986,,30.0,John Harrison,134,,,"director,writer,music_department",Ron Goulart,1933.0,,writer,15,"['Comedy', 'Drama', 'Fantasy']",55.0,1,3264,TJ,BG,15126,6.3
1569,tvEpisode,Suck Up or Shut Up,Suck Up or Shut Up,0,1994,,30.0,Philip Charles MacKenzie,127,1946.0,,"actor,director,assistant_director",Matt Williams,1964.0,,"writer,producer,miscellaneous",18,"['Comedy', 'Drama', None]",118.0,0,5643,CK,LS,18155,7.2
1570,short,Charmed Robbery,Charmed Robbery,0,2006,,5.0,Jackie Schulz,8,,,"director,editorial_department,art_department",Greg Waters,,,"miscellaneous,producer,writer",15,"['Comedy', 'Short', None]",1.0,1,2342,GD,EG,54351,6.4
1571,tvEpisode,Vision of Hope,Vision of Hope,0,2015,,22.0,Dave Filoni,664,1974.0,,"miscellaneous,writer,actor",Dave Filoni,1974.0,,"miscellaneous,writer,actor",14,"['Action', 'Adventure', 'Animation']",115.0,1,-1,TD,EC,27854,7.5
1572,tvEpisode,Date Rape,Date Rape,0,1988,,54.0,Jesús Salvador Treviño,16,1946.0,,"director,writer,producer",Bruce Harmon,,,"camera_department,writer",9,"['Adventure', 'Comedy', 'Drama']",3.0,0,7495,TD,GT,43579,7.3
1573,tvEpisode,Most Wanted,Most Wanted,0,1995,,,Ron Satlof,15,1938.0,2018.0,"director,producer,assistant_director",Stephen J. Cannell,1941.0,2010.0,"writer,producer,actor",11,"['Action', 'Adventure', 'Crime']",12.0,1,162,MH,GM,12626,6.2
1574,tvEpisode,House Call,House Call,0,2017,,26.0,Rhys Ernst,98,,,"producer,director,assistant_director",Jill Soloway,1965.0,,"producer,writer,director",10,"['Comedy', 'Drama', None]",81.0,0,2649,CY,NE,24332,7.6
1575,tvSeries,Bella and the Bulldogs,Bella and the Bulldogs,0,2015,2016.0,30.0,Alex Winter,1186,1965.0,,"director,actor,producer",Jonathan Butler,,,"writer,producer,director",22,"['Comedy', 'Family', None]",557.0,1,5880,BH,DK,58998,5.1
1576,movie,The Last Exorcism,The Last Exorcism,0,2010,,87.0,Daniel Stamm,44889,1976.0,,"director,writer",Huck Botko,,,"director,writer,producer",17,"['Drama', 'Horror', 'Thriller']",37416.0,1,-1,HN,AO,32122,5.6
1577,movie,Two Champions of Death,Shao Lin yu Wu Dang,0,1980,,101.0,Cheh Chang,371,1923.0,2002.0,"director,writer,music_department",Cheh Chang,1923.0,2002.0,"director,writer,music_department",19,"['Action', 'Drama', None]",144.0,0,2022,MR,SO,8526,6.4
1578,tvEpisode,Burned,Burned,0,2004,,,Kevin Hooks,11,1958.0,,"producer,director,actor",Karyn Usher,,,"producer,writer,miscellaneous",6,"['Drama', 'Romance', None]",9.0,0,4554,BQ,DK,44232,7.8
1579,tvEpisode,Maya Takes a Stan,Maya Takes a Stan,0,2001,,,Ken Whittingham,7,,,"director,miscellaneous,assistant_director",Mara Brock Akil,1970.0,,"writer,producer,miscellaneous",17,"['Comedy', None, None]",6.0,0,6468,SO,EC,57017,8.2
1580,movie,Thomas & the Trainmaster,Thomas & the Trainmaster,0,2013,,95.0,Phil Bransom,6,,,"producer,director,writer",Phil Bransom,,,"producer,director,writer",24,"['Family', None, None]",4.0,0,1328,CZ,MZ,21649,4.8
1581,tvEpisode,The Shards of Rimni,The Shards of Rimni,0,2002,,43.0,Brad Turner,98,,,"director,producer,assistant_director",Gene Roddenberry,1921.0,1991.0,"writer,producer,miscellaneous",19,"['Action', 'Adventure', 'Drama']",52.0,1,1812,PT,TD,49945,6.5
1582,tvEpisode,Mr. Talent,Mr. Talent,0,2011,,22.0,Adam Weissman,16,,,"director,writer,miscellaneous",Ken Cuperus,1972.0,,"writer,producer,miscellaneous",10,"['Comedy', 'Family', 'Fantasy']",11.0,0,1040,AD,SE,49812,7.1
1583,tvEpisode,Stoeptegel,Stoeptegel,0,2007,,,Steffen Haars,6,,,"writer,director,actor",Steffen Haars,,,"writer,director,actor",10,"['Comedy', None, None]",4.0,0,4315,CV,HN,12715,5.9
