,Unnamed: 0,title,text
99,99,Splendor in the Grass (1981 film),"Splendor in the Grass is a 1981 American made-for-television drama film directed by Richard C. Sarafian. The film is a remake of the 1961 film of the same name, written by William Inge and starring Natalie Wood and Warren Beatty. Plot The film takes place in the pre-Depression era in Kansas. Deanie Loomis and Bud Stamper are a high school couple, being pressured by the enforced rules. Especially Deanie's old fashioned mother is against their relationship, warning her daughter he only wants to sleep with her. She fears her daughter will eventually go all the way with him, after which he will lose his respect for her. Meanwhile, Bud wants to have sex with his girlfriend and is frustrated she is determined to wait. Not wanting to wait his entire teen life, he considers sleeping with one of the promiscuous girls of the town. He is unhappy at home and is fighting all the time with his father Ace, who wants his son to go to Yale University, but Bud is more interested in settling down with Deanie and owning a ranch. Meanwhile, Deanie is driven mad by her mother and is on the edge of a nervous breakdown. The film also focuses on Ginny, Bud's younger sister who uses her looks to get what she wants. At one moment, Deanie, who is seeing a psychiatrist to work on her mental problems, finds out Bud is cheating on her. Cast Melissa Gilbert as Wilma Dean 'Deanie' Loomis Cyril O'Reilly as Bud Stamper Ned Beatty as Ace Stamper Eva Marie Saint as Mrs. Loomis Michelle Pfeiffer as Ginny Stamper Todd Elliot as Bill Brown Gail Rice as Terry Smith Macon McCalman as Del Loomis Richard McKenzie as Doc Smiley Jim Youngs as Alan 'Toots' Tuttle Nicholas Pryor as Dr. Judd Toni Kalem as Angelina Graham Jarvis as Dean Pollard Doran Clark as Juanita Howard K Callan as Miss Metcalf Ally Sheedy as Hazel David James Carroll as Johnnie Masterson Peter Jason as Coash Gigi Vorgan as June Lenora May as Kay Richard Young as Brian Stacey Gary Dubin as Rusty David Underwood as Jack Merritt Butrick as Glenn Background Melissa Gilbert was initially set to star in the remake of Miracle on 34th Street, which also starred Natalie Wood. In 1981, she landed in the role of Deanie Loomis, a remake of a 1961 film, starring Wood. It was one of her first 'meaty roles'. Gilbert, only a 17-year-old by the time, started dating co-star Cyril O'Reilly while filming. She eventually lost her virginity to him on the last day of filming. The film was received with mixed reviews and it was much criticized for remaking the film scene for scene. The New York Times criticized the plot, for having no conclusions. The critic praised the performances of both Gilbert and O'Reilly and called the direction of Richard C. Sarafian 'sensitively unobtrusive'. Gilbert was nominated for a Young Artist Award in the category 'Best Young Actress in a Television Special'. She lost the award to Dana Hill for her portrayal of a lonely"
100,100,Erigeron petiolaris,"Erigeron petiolaris is a species of flowering plant in the daisy family. It is native to northern and central Asia (Siberia, Xinjiang, Kazakhstan, Uzbekistan). Erigeron petiolaris a perennial herb up to 28 cm tall, with a short rhizome. It produces flower heads one at a time or in groups of 2 or 3, each head containing pink or white ray florets and yellow disc florets. The species grows in arctic or alpine regions on rocky slopes. References petiolaris Category:Flora of Asia Category:Plants described in 1906"
101,101,Timeline of women's basketball,"1881–1890 1885 Formation of the Association for the Advancement of Physical Education 1891–1900 1891 James Naismith, born in Almonte, Ontario, invents basketball while teaching at a school now known as Springfield College 1892 Senda Berenson reads about Dr. Naismith's new game, and with modified rules, introduces the game to Smith College students. First inter-institutional game between the University of California, Berkeley and Miss Head's School. 1893 Clara Gregory Baer introduces (as it was written at the time) to Sophie Newcomb College (now part of Tulane University) 1894 RULE Change—Dribbling and guarding another player prohibited 1895 Clara Gregory Baer writes the first book of rules for women's basketball. The first public women's basketball game in the South is played at a men's only club, the Southern Athletic Club. 1896 First intercollegiate contest between the University of California, Berkeley and Stanford was held on April 4, 1896. Stanford won, 2–1. 1897 First recorded women's basketball game in Australia, played in Victoria, using wet paper bags for baskets. First women's high school game between Austin High and Oak Park. Won by Austin 16–4. 1899 Senda Berenson publishes the first issue of Basketball Guide for Women, which she would edit and update for eighteen years. These rules, with minor modifications, would remain in use until the 1960s. Stanford abolishes intercollegiate competition of women. (The players formed an independent club team). 1901–1910 1904 Stanford rescinds the prohibition against intercollegiate competition of women. 1906 Women's basketball featured on the cover of the Saturday Evening Post 1911–1920 1913 RULE Change—A single dribble is permitted as long as it bounces knee-high 1914 RULE Change—Half-court play is allowed. 1915 The Edmonton Grads, then known as the Commercial High School basketball team, won the Intercollegiate Basketball League. They would go on to play as the Grads, with a record of 502–20 between 1915 and 1940. James Naismith would go on to refer to them as ""the finest basketball team that ever stepped out on a floor"". 1916 RULE Change—Coaching from sidelines prohibited during game, except for halftime 1918 RULE Change—The bottom of the basket is removed. Substitutes allowed for first time (but cannot re-enter game). The bounce pass is allowed 1921–1930 1921 Basketball played for perhaps the first time in Europe at the 1921 Women's Olympiad 1926 The Amateur Athletic Union sponsored the first-ever American national women's basketball championship. 1927 RULE Change—Players must wear a number on the back 1931–1940 1932 RULE Change—guarding another player first allowed FIBA, the International Basketball Federation, is formed in Geneva. 1936 RULE Change—the first time a guard, called a ""rover"" was allowed to play the entire court The All American Red Heads Team a barnstorming professional team was formed. They would go on to tour the country for 50 years, playing men's team using men's rules. 1938 RULE Change—The court is now divided into two sections, rather than three. Team size remains six players each. 1941–1950 1947 RULE Change—Players must wear a number on the front and the back 1949 Hazel Walker became the first woman to own a professional basketball team, the Arkansas Travelers. RULE"
102,102,Rue Saint-Maur (Paris Métro),"Rue Saint-Maur () is a station on Paris Métro Line 3, located in the 11th arrondissement of Paris. Location The station is located under Avenue de la République, between Rue Saint-Maur and Rue Servan. Approximately oriented along an east-west axis, it is located between the Parmentier and Père Lachaise stations. History The station opened on 19 October 1904 as part of the first section of line 3 between Père Lachaise and Villiers. The Rue Saint-Maur is named after Saint Maurus, a disciple of Saint Benedict of Nursia, who is said to have saved Saint Placid from drowning. It owes its initial name of Saint-Maur to its proximity to rue Saint-Maur, which corresponds to an old path which led from the Abbey of Saint-Maur to the Abbey of Saint-Denis. Until the early years of the 21st century the station was called Saint-Maur, but on 1 September 1998 its name was changed to avoid confusion with stations on RER line A in Saint-Maur-des-Fossés in the southeastern suburbs of Paris. Like a third of the stations on the network, between 1974 and 1984 the station's platforms were renovated in the Andreu-Motte style, orange in this case. As part of the RATP's Renouveau du métro program, the station's corridors were renovated in the course of the 2000s. In 2018, 3,065,770 travelers entered this station which placed it at 181st position of the metro stations for its usage. Passenger services Access The station has four entrance points established on Avenue de la République: entrance 1 - Rue Saint-Maur, consisting of a fixed staircase adorned with a Guimard ironwork listed as historic monument on 29 May 1978, leading to the right of no. 74 on the avenue; entrance 2 - Rue Servan, consisting of a escalator allowing only an exit to street level, located opposite No. 90 bis of the avenue; entrance 3 - Rue Saint-Hubert, consisting of a fixed staircase embellished with a mast with a yellow M inscribed in a circle, also located at the right of No. 90 bis of the avenue; entrance 4 - Rue des Bluets, also consisting of a fixed staircase, leading to no 79 on the avenue. Station layout Platforms Rue Saint-Maur is a standard configuration station. It has two platforms separated by metro tracks and the vault is elliptical. The decoration is in the Andreu-Motte style with two orange-brown light strips, benches and some openings in the corridors treated with flat brown tiles with Motte seats in orange. The bevelled white ceramic tiles cover the walls, the vault, the tympans and the rest of the corridors. The advertising frames are metallic and the name of the station is written in Parisine font on enameled plates. Bus connections The station has no connections with the RATP Bus Network. Nearby ESCP Business School Lycée Voltaire Square Maurice-Gardette Gallery References Roland, Gérard (2003). Stations de métro. D’Abbesses à Wagram. Éditions Bonneton. Category:Paris Métro stations in the 11th arrondissement of Paris Category:Railway stations opened in 1904 Category:1904 establishments in France"
103,103,American Born Chinese,"American Born Chinese is a graphic novel by Gene Luen Yang. Released in 2006 by First Second Books, it was a finalist for the 2006 National Book Awards in the category of Young People's Literature. It won the 2007 Michael L. Printz Award, the 2007 Eisner Award for Best Graphic Album: New, the Publishers Weekly Comics Week Best Comic of the Year, the San Francisco Chronicle Best Book of the Year, the 2006/2007 Best Book Award from The Chinese American Librarians Association, and Amazon.com Best Graphic Novel/Comic of the Year. It also made the Booklist Top Ten Graphic Novel for Youth, the NPR Holiday Pick, and Time Top Ten Comic of the Year. It was colored by cartoonist Lark Pien, who received the 2007 Harvey Award for Best Colorist for her work on the book. Synopsis The story of American Born Chinese consists of three separate tales. The first tale is based upon the legendary folk tale of Sun Wukong, or The Monkey King, a character from the classic Chinese novel Journey to the West. The second tale is the story of a first-generation child of immigrants named Jin Wang, who has moved from San Francisco's Chinatown to a mostly white suburb. Jin Wang struggles to fit in within his new school, and within white American culture. His story links the other two narratives, and fits the form of an ethnic coming-of-age. At school, he struggles to fit in, becomes friends with Wei-Chen Sun, a Taiwanese boy, and later dates Amelia Harris, an all-American girl, but the relationship doesn't last because of his classmate Greg's disapproval of the relationship. The third tale tells the story of a white American boy named Danny, whose Chinese cousin Chin-Kee (as in ""Chinky"") comes and visits every year. Chin-Kee displays many American racial stereotypes of the Chinese in terms of accent, dress, hairstyle, physical appearance, eating habits, academic performance, and hobbies. Danny is troubled by Chin-Kee's visits. While the three tales are seemingly unrelated at first, it is later revealed in the book that Danny is actually Jin Wang, who ""transformed"" into a White boy after being prevented from pursuing the girl of his dreams for being Chinese. Eventually, Danny fights Chin-Kee, only to find out that Chin-Kee is really the Monkey King, who came to remind him of his true identity. Ultimately, Jin Wang gives up his ""Danny"" persona and embraces his Chinese identity. Character list The Monkey King: A monkey who has lived for thousands of years and mastered all the heavenly disciplines. He yearns to join the ranks of gods, and after being rejected, goes on a rampage. He managed to defeat many gods and goddesses, but was buried under a mountain by Tze-Yo-Tzuh for five hundred years. He was later released by Wong Lai-Tsao and accompanies him on his journey. Tze-Yo-Tzuh: Tze-Yo-Tzuh () is the creator of the universe and all of the deities, Wong Lai-Tsao: Based upon Tang Sanzang from Journey to the West. Wong Lai-Tsao is a monk sent on a journey for Tze-Yo-Tzuh. He is promised the Monkey King"
104,104,Lawrie Glacier,"Lawrie Glacier () is a glacier flowing between Mount Genecand and Mezzo Buttress, and entering the head of Barilari Bay between Cherkovna Point and Prestoy Point on the west coast of Graham Land, Antarctica. It was charted by the British Graham Land Expedition under Rymill, 1934–37, and was named by the UK Antarctic Place-Names Committee in 1959 for Robert Lawrie, an English alpine and polar equipment specialist. References External links Australian Antarctic Data Centre entry Category:Glaciers of Graham Coast"
105,105,Therion circumflexum,"Therion circumflexum is a species of ichneumon wasp in the family Ichneumonidae. Distribution This species is widespread in large parts of the Palearctic ecozone (Europe, Asia, North Africa) and alco occurs in the Nearctic ecozone (North America). Description Therion circumflexum can reach a body length of approximately . The head and thorax of these relatively large parasitic wasps are predominantly black. The scutellum is yellow. The abdomen is predominantly orange. Usyally the rear end and the top of the third tergites are black. The female has a short spike. The legs are yellow-orange. The posterior femur and posterior tibia have a dark brown apical end. The wings are orange-hyaline. In the clypeus the median apicali tooth is missing and the hind tarsal claws are evenly curved. Biology The adult parasitoid wasps of this species fly from mid-June to September. They parasitize various butterfly species. These butterflies include the small engrailed (Ectropis crepuscularia), the privet hawk moth (Sphinx ligustri), the pine hawk-moth (Sphinx pinastri), the pebble prominent (Notodonta ziczac) and a number of moths (Noctuidae). The female wasp lays its eggs in the caterpillars. The hatched larvae feed on the caterpillar and pupates later in a thin web. References Category:Parasitic wasps Category:Insects described in 1758"
106,106,Phragmataecia terebrifer,Phragmataecia terebrifer is a species of moth of the family Cossidae. It was described by Thomas Bainbrigge Fletcher and is found in India. References Category:Moths described in 1927 Category:Phragmataecia
107,107,Berezinian,"In mathematics and theoretical physics, the Berezinian or superdeterminant is a generalization of the determinant to the case of supermatrices. The name is for Felix Berezin. The Berezinian plays a role analogous to the determinant when considering coordinate changes for integration on a supermanifold. Definition The Berezinian is uniquely determined by two defining properties: where str(X) denotes the supertrace of X. Unlike the classical determinant, the Berezinian is defined only for invertible supermatrices. The simplest case to consider is the Berezinian of a supermatrix with entries in a field K. Such supermatrices represent linear transformations of a super vector space over K. A particular even supermatrix is a block matrix of the form Such a matrix is invertible if and only if both A and D are invertible matrices over K. The Berezinian of X is given by For a motivation of the negative exponent see the substitution formula in the odd case. More generally, consider matrices with entries in a supercommutative algebra R. An even supermatrix is then of the form where A and D have even entries and B and C have odd entries. Such a matrix is invertible if and only if both A and D are invertible in the commutative ring R0 (the even subalgebra of R). In this case the Berezinian is given by or, equivalently, by These formulas are well-defined since we are only taking determinants of matrices whose entries are in the commutative ring R0. The matrix is known as the Schur complement of A relative to An odd matrix X can only be invertible if the number of even dimensions equals the number of odd dimensions. In this case, invertibility of X is equivalent to the invertibility of JX, where Then the Berezinian of X is defined as Properties The Berezinian of is always a unit in the ring R0. where denotes the supertranspose of . Berezinian module The determinant of an endomorphism of a free module M can be defined as the induced action on the 1-dimensional highest exterior power of M. In the supersymmetric case there is no highest exterior power, but there is a still a similar definition of the Berezinian as follows. Suppose that M is a free module of dimension (p,q) over R. Let A be the (super)symmetric algebra S*(M*) of the dual M* of M. Then an automorphism of M acts on the ext module (which has dimension (1,0) if q is even and dimension (0,1) if q is odd)) as multiplication by the Berezianian. See also Berezin integration References Category:Super linear algebra Category:Determinants"
108,108,Samuel Shumack,"Samuel Shumack (1850 - 1940) was an early Canberra pioneer and Australian farmer. He wrote his autobiography in the 1920s and it was published in 1967 as an account of rural living in the Canberra district. Shumack Street in Weetangera is named after his father, Richard Shumack. Early life Samuel Shumack was born in Mallow, County Cork, Ireland. He and his family moved to Australia in 1856, escaping the Irish depression. The family sailed in the Bermondsey, arriving in Sydney on 29 August 1856. Upon arrival in Sydney, six-year-old Shumack and his family together travelled the three-week journey by horse-drawn cart to the sheep station Duntroon. At Duntroon Shumack's father, Richard Shumack, was employed for two years by Robert Campbell. Life in Australia After two years at Duntroon, Richard Shumack took up a selection at Emu Bank (now the site of Belconnen Library). Samuel Shumack attended school at St John's Church school for six weeks before turning his attention to farming on the family property. He began work as a shepherd on his father's selection at age eight. Springvale, Weetangera In 1866, at age 16, Samuel Shumack took up land at ""Spring Vale"" in Weetangera with his father. In 1876 Shumack and one of his relatives were convicted of illegally cutting timber on Crown lands. Samuel Shumack married Sarah Winter (born 1871) in June 1893. The couple had eight children together. The Shumacks lived in Weetangera until 1915 when their land was resumed by the Commonwealth to become part of the Australian Capital Territory. During his time in Weetangera, Shumack was a farmer and grazier. He was involved in local cricket, including as a member of the Ginninderra XI. He and his team frequently rode long distances to compete. Bushfires raged at Springvale in January 1902. Shumack narrowly escaped the fires and lost many acres of grass at his property. For a year beginning Easter 1895, and again in 1904, Shumack was elected a churchwarden at St John's, Canberra. With these years of service and others combined, all up he was a warden at the church for 30 years. By the end of his life, Shumack had worshipped at St. John's for 49 years. The church honoured Shumack in 1951 by dedicated a window to his memory; the window depicted St. John the Evangelist. Upper Hebden In 1915, Shumack moved to Upper Hebden, near Ravensworth in the Hunter Region of New South Wales. Shumack had a fondness for books and writing, having amassed a library of over 2000 books during his life. In 1926, Shumack wrote a letter to a favourite novelist of his, Zane Grey. The letter he received back was published in the local newspaper, the Singleton Argus. During his time in Upper Hebden, Shumack wrote his autobiography. The book, an account of life in rural Canberra, was published in 1967. Peakhurst Shumack died on 6 April 1940 at Peakhurst, New South Wales, where he had been living with his wife Sarah and his daughter Jemima. His body was interred at St. John's in Canberra, following a church service. Sarah"
109,109,Datta Walvekar,"Dr. Datta Walvekar (Marathi: दत्ता वाळवेकर) (30 March 1928 in Belgaum, India – 16 March 2010 in Pune) was an Indian Marathi singer and music director. Background Popularly known as 'Master Datta' in the decade of the 1950s. These programs used to be staged in the big gatherings named ""Melas"". Walvekar came to Karad at the age of 6, in 1944. There he started acting in Marathi Plays, also started singing at the age of 14, in gatherings of social, cultural platforms of Melas. Walvekar started his career as a singer, by imitating his idol, Gajanan Watve, in the year 1948. Career as an actor Walvekar also acted in Marathi Plays like ""Yudhdhachya Sawlya"" written by Gajanan Digambar Madgulkar (popularly known as Ga Di Ma), and ""Lagnachi Bedi"", written by Pralhad Keshav Atre, and enacted by Veteran actor Bapurao Mane. He was fortunate enough to have company of big personalities. His contemporary singers were Babanrao Nawdikar, Govind Kurwalikar, Kumudini Pednekar etc. Contribution on radio Walvekar also directed many musicals on All India Radio, Pune and Mumbai. He composed songs for the programs of Doordarshan Mumbai. He was given a musical play to direct by the then Producer of All India Radio, Sitakant Lad, for the Inaugural function of New Building of All India Radio in Pune. Style and type of Singing Most important features of his singing style was his melodious voice. In his early twenties, he used to sing the songs of female origin also. His clear pronunciation of the words, melodious presentation with the emotions, used to impress the audiences on large scale. Public Performances In those days of 1950 and 1960, the meaningful Marathi poetry and songs were presented by the legendary singers like Datta Walvekar and Gajanan Watve, before the audience of thousands in all parts of Maharashtra. In the public functions of Ganesh Festivals, Navratri or any other religious functions, he used to present a bouquet of love songs, patriotic songs as well as the comic songs to satisfy the demand from his fans and audiences. It was the time, when there were no TV Channels and no other ways of entertainment like after the year 1990. All India Radio was the only electronic Medium of entertaining and informing the audiences. Out of the public Performing Arts, Drama, Folk dance, Folk Music and Classical as well as Semi Classical Music was performed in close door or out door Programs before thousands of the fans. Master Datta was not only appreciated because of his sweet voice, by the audiences, but was flooded with the offers of the Public programs from various parts of the state. Datta Walvekar had performed his musical programs and songs by himself, with his troupe, in almost all the states of India and all districts of Maharashtra. Other career Master Datta Walvekar, since his Young years, was a die hard fan of great literature Gajanan Digambar Madgulkar, Actor Singer Balagandharva, and Music Director Shriniwas Khale. He used to call them as his Gods. Datta Walvekar completed his education in the Linguistic, with his research"
110,110,Barcelona França railway station,"Estació de França (; ; ""France Station"") is a major railway station in the city of Barcelona in Catalonia, Spain. Estació de França is the second busiest railway station of the city after Barcelona-Sants in terms of regional and long-distance ridership. It may lose this status, however, with the arrival of the AVE high-speed train in Sants and the construction of Estació de la Sagrera, planned for completion at the end of 2017, that will concentrate most of the traffic. History A railway station was first built here in the 19th century as the main terminus for trains arriving from France (as its name still suggests) but also for services to North East Catalonia and the Costa Brava. Rebuilt and reopened for the 1929 International Exhibition, the two monumental buildings that make up the station were designed by the architect Pedro Muguruza and inaugurated by King Alfonso XIII. They surround the railway tracks in the shape of a 'U'. In total, the station's structure is 29 m tall and 195 m long. The station was closed for renovation between from 1988 and 1992, reopening for the Olympic Games of 1992. Architecture It is generally seen as the city's most beautiful station. It is worth seeing in its own right for the restrained mix of classical and more modern style that is complete with decoration in marble, bronze and crystal and its modernista and art déco motifs. Over the last three decades it has been eclipsed as Barcelona's main station by the underground sprawl of Sants. Indeed, most other stations of Barcelona are at least partly underground. The station's status as the terminus for international trains from and through France ended with the discontinuation of the overnight 'trenhotels' in 2013, which coincided with the introduction of the new high-speed daytime TGV services to Paris, Toulouse, Lyons and Marseilles, all of which call at or terminate at Sants. Part of the original building now belongs to Pompeu Fabra University, serving as its ""França building"". Lines The station accommodates twelve tracks and seven platforms. It is the terminus for a number of RENFE services: Rodalies Barcelona: R10 - the half-hourly Barcelona International Airport train via central Barcelona (Passeig de Gràcia railway station and Sants), but suspended for AVE works, temporarily served by R2 SUD to central Barcelona (Passeig de Gràcia railway station and Sants), Viladecans, Gavà, Castelldefels, Sitges, Vilanova i la Geltrú, Calafell and Sant Vicenç de Calders Medium-distance (Renfe Media Distancia): Ca1, Ca3, Ca4, Ca6 The station is often also used as backup terminal when parts of the railway network are undergoing maintenance; the station received a wide variety of services during upgrades to the Aragó tunnel during winter of 2008. Services Location The station is located in the east of the city, down between the docks and the zoo. Although it does not have its own metro station, it is easily accessible: directly on the R10 line through central Barcelona (Sants and Passeig de Gràcia), as well as a good five-minute walk from Barceloneta station on line 4 of the Barcelona Metro. Gallery"
111,111,Psilocorsis cirrhoptera,"Psilocorsis cirrhoptera is a moth in the family Depressariidae. It was described by Ronald W. Hodges in 1961. It is found in North America, where it has been recorded from Arizona. The wingspan is about 19 mm. Adults have been recorded on wing in July. References Category:Moths described in 1961 Category:Psilocorsis"
112,112,Psilocerea psegma,"Psilocerea psegma is a species of moth of the family Geometridae. It is found on the Comoros. Related pages List of moths of the Comoros References De Prins, J. & De Prins, W. 2015. Afromoths, online database of Afrotropical moth species (Lepidoptera). World Wide Web electronic publication (www.afromoths.net) (13.Mar.2015) Herbulot, C. 1981a. Mission P. Viette à la grande Comore. Lepidoptera Geometridae. - Bulletin de la Société entomologique de France 85 (1980)(11–12):266–273 Category:Ennominae Category:Moths described in 1981"
113,113,Pontefract de Lacys' family tree,"This is the family tree of the de Lacys of Pontefract who were the holders of both Pontefract Castle and the Honour of Pontefract from 1067 to 1348 The holders of the castle and Honour of Pontefract are indicated by an asterisk. Notes Sources Padgett, Lorenzo, Chronicles of Old Pontefract (1905) facsimile published 1993, Old Hall Press, Leeds Category:Family trees Category:Pontefract Category:De Lacy family"
114,114,Geek'd Con,"Geek'd Con is an annual fan convention held in Shreveport, Louisiana. The event was founded in 2015, and debuted as one of the largest Comic book convention in the state of Louisiana, with a first year attendance that topped 12,000 people over three days. The event showcases comic books, science fiction/fantasy, pop culture and fandom elements, such as horror, anime, manga, animation, toys, collectible card games, video games and web entertainment. Like most comic book conventions, Geek'd Con features a large floorspace, taking up two full floors at the Hilton Hotel Convention Center (Shreveport) for exhibitors. The event includes a large autographs area, as well as an Artists Alley, where comic book artists can sign autographs and sell or do sketches. Economic impact In 2016, Geek'd Con's economic impact for the Shreveport area exceeds $1.4 Million annually. As of the 2019 event, the economic impact grew to $2.2 Million. Expansions After the 2015 show in Shreveport, the Geek'd Con brand expanded to new markets. The first expansion was to Tyler, Texas in June 2016, with a second expansion to Rockford, Illinois in October of the same year. While the mild success of this event further expansions have been placed on hold due to low attendance records. History, locations and dates References Category:Anime conventions in the United States Category:Gaming conventions Category:Horror conventions Category:Science fiction conventions in the United States Category:Multigenre conventions"
115,115,Sex-Business: Made in Pasing,"Sex-Business: Made in Pasing is a 1970 West German documentary film directed by Hans-Jürgen Syberberg. It focuses on Alois Brummer, a Bavarian producer of pornographic comedies and sexploitation films. The film was shot in July 1970 in Pasing, Oberaudorf. It had a budget of 30,000 DM. The film premiered on 3 January 1970 at the Occam Studio für Filmkunst in Munich. It was broadcast on ARD on 23 March 1970. It received the Filmband in Silber, the second-place prize, for Best Documentary Feature Film at the Deutscher Filmpreis 1970. The Münchner Anstalt gave the film an honorarium of 40,000 DM. See also Bavarian porn References External links Category:1970 films Category:1970s documentary films Category:Documentary films about pornography Category:Films directed by Hans-Jürgen Syberberg Category:Films shot in Bavaria Category:German documentary films Category:West German films"
116,116,Heavy snow warning,"A Heavy snow warning was a weather warning issued by the National Weather Service of the United States during times when a high rate of snowfall was occurring or was forecast. Generally, the warning was issued for snowfall rates of or more in 12 hours, or or more in 24 hours. This warning was discontinued beginning with the 2008-09 winter storm season, replaced by the Winter Storm Warning for Heavy Snow. A similar warning is issued by Environment Canada's Meteorological Service of Canada Example of a heavy snow warning URGENT - WINTER WEATHER MESSAGE NATIONAL WEATHER SERVICE FAIRBANKS AK 221 PM AST SUN DEC 9 2007 .A STORM SYSTEM MOVING NORTH OVER THE CENTRAL BERING SEA WILL MOVE TO SOUTHWEST OF SAINT LAWRENCE ISLAND MONDAY AFTERNOON. THE STORM WILL BRING SNOW AND EAST WINDS OF 30 TO 45 MPH TONIGHT OVER MUCH OF WESTERN ALASKA FROM THE YUKON DELTA TO THE SEWARD PENINSULA TONIGHT. WINDS WILL DIMINISH EARLY MONDAY BUT SNOW IS EXPECTED TO CONTINUE THROUGH MONDAY AFTERNOON. AKZ212-100600- /X.CON.PAFG.HS.W.0011.071210T0000Z-071211T0200Z/ EASTERN NORTON SOUND AND NULATO HILLS- INCLUDING...UNALAKLEET...STEBBINS...ST MICHAEL...ELIM...KOYUK... SHAKTOOLIK 221 PM AST SUN DEC 9 2007 ...HEAVY SNOW WARNING REMAINS IN EFFECT UNTIL 5 PM AST MONDAY... A HEAVY SNOW WARNING REMAINS IN EFFECT UNTIL 5 PM AST MONDAY. SNOW WILL SPREAD INTO THE AREA SOUTH OF UNALAKLEET THIS AFTERNOON...AND WILL SPREAD NORTH TONIGHT...AND CONTINUE INTO MONDAY. SNOWFALL ACCUMULATION OF 6 TO 10 INCHES ARE EXPECTED WITH HIGHEST AMOUNTS ACROSS THE NULATO HILLS. EAST WINDS WILL INCREASE TONIGHT TO 25 TO 35 MPH AND SOME VISIBILITIES WILL BE REDUCED TO ONE-QUARTER MILE AT TIMES IN BLOWING SNOW. A HEAVY SNOW WARNING MEANS HAZARDOUS WINTER WEATHER IS EXPECTED. THE ACCUMULATION OF NEW SNOW WILL MAKE TRAVEL DIFFICULT. $$ See also Severe weather terminology (Canada) Severe weather terminology (United States) Winter storm External links National Weather Service Federal Emergency Management Agency Meteorological Service of Canada Category:Weather warnings and advisories"
117,117,785 Zwetana,"785 Zwetana is a minor planet orbiting the Sun that was discovered by Adam Massinger, an assistant at the Heidelberg Observatory, on March 30, 1914. Radar observations indicate that it is metallic. In 1990, the asteroid was observed from the European Southern Observatory, allowing a composite light curve to be produced that showed a rotation period of 8.919 ± 0.004 hours and a brightness variation of 0.13 ± 0.01 in magnitude. References External links 000785 Category:Discoveries by Adam Massinger Category:Minor planets named for people Category:Named minor planets 000785 000785 19140330"
118,118,Edmundo Warnke,"Pedro Edmundo Warnke Bravo (born 3 July 1951) is a Chilean long-distance runner. He competed in the 5000 metres at the 1972 Summer Olympics and the 1976 Summer Olympics. Warnie finished fourth in the 5,000 metres at the 1971 Pan American Games and sixth in the 5,000 and 10,000 metres in the 1975 Pan American Games. In the 1979 Pan American Games, he finished fifth in the marathon. References Category:1951 births Category:Living people Category:Athletes (track and field) at the 1972 Summer Olympics Category:Athletes (track and field) at the 1976 Summer Olympics Category:Chilean male long-distance runners Category:Olympic athletes of Chile Category:Athletes (track and field) at the 1971 Pan American Games Category:Athletes (track and field) at the 1975 Pan American Games Category:Athletes (track and field) at the 1979 Pan American Games Category:Pan American Games competitors for Chile Category:Sportspeople from Viña del Mar"
119,119,Washington State Route 170 (1965–67),"State Route 170 was a state route in the U.S. state of Washington. It was an auxiliary route of SR 17. It started at SR 17 in Mesa, then headed west to Ringold, where it ended. Route description From 1964 until 1970, SR 170 began at Ringold Road near the Columbia River southwest of Basin City. From Ringold Road, the roadway traveled northeast into Basin City and then left east to end at SR 17 north of its southern terminus at (US 395) in Mesa; the current road is named Road 170. History The former route of SR 170 first appeared on a map in 1926, when Rand McNally published a road map of Washington, including a road extending from Hanford to Mesa. That road would later become a section of (SSH 11A) in 1937, which ran from Yakima to Connell. In 1953, SSH 11A was relocated due to the development of the Hanford Site and the Hanford–Mesa route became the Ringold branch. Although the roadway was on a map by 1926, the road wasn't finished until after 1963; one year later in 1964, the highway became SR 170, which was later moved to another route near Warden in 1970. Major intersections References 170"
120,120,Mother Cummings Peak,"The Mother Cummings Peak is one of the prominent peaks on the Great Western Tiers located in the Central Highlands region of Tasmania, Australia. With an estimated elevation of between above sea level, the summit of Cummings Head offers 360 degree views. The summit can be reached in about 1 – 2 hours (depending on fitness), and the track is rather steep. Two walking tracks lead to the summit: one from the north via Mole Creek, and the other from the south from the upper Meander Valley. See also List of mountains in Tasmania References Category:Mountains of Tasmania Category:Central Highlands (Tasmania)"
121,121,Lyropupa striatula,"Lyropupa striatula is a species of air-breathing land snail, terrestrial pulmonate gastropod mollusks in the family Pupillidae. This species is endemic to Hawaii. References Cowie, R. & Pokryseko, B. 1996. Lyropupa striatula. 2006 IUCN Red List of Threatened Species. Downloaded on 7 August 2007. Category:Lyropupa Category:Gastropods described in 1871 Category:Molluscs of Hawaii Category:Taxonomy articles created by Polbot"
